dropout,bald_eig_mean,oracle_eig_mean,regret_mean,regret_std,regret_per_tick,n_seeds
0.0,1551.359272881928,1557.6679559242757,6.308683042347582,1.7116823878303187,0.01051447173724597,8
0.05,1517.2559948854068,1525.8978325749465,8.641837689539585,1.192623379991013,0.01440306281589931,8
0.1,1481.462081417263,1490.019914946744,8.557833529480718,1.5164407708334313,0.014263055882467863,8
0.2,1380.4298109350893,1389.1529664139603,8.723155478871035,1.7652363818117112,0.014538592464785059,8
0.4,1140.1417746013246,1148.1309060485291,7.989131447204613,1.3737973710610794,0.013315219078674355,8
