horizon,bald_eig_mean,oracle_eig_mean,regret_mean,regret_std,regret_per_tick,n_seeds
200,403.38589645094316,405.9855595427574,2.599663091814257,0.8046039803654372,0.012998315459071286,8
400,952.6401163742336,958.7624721473528,6.122355773119111,1.8056522309203988,0.015305889432797776,8
600,1551.359272881928,1557.6679559242757,6.308683042347582,1.7116823878303187,0.01051447173724597,8
900,2518.3262627350405,2528.4710769877242,10.144814252683489,1.6781632079986724,0.011272015836314988,8
1200,3490.727823031595,3503.4681113786146,12.740288347019373,2.5705836941999896,0.010616906955849477,8
