method,regret_mean,regret_std,n_seeds
bald,6.308683042347582,1.7116823878303187,8
phase_aware,425.2966867584295,65.74176650985726,8
random,664.0057482134112,42.37426667797784,8
vision_only,302.57173947490514,31.085842091352436,8
force_only,867.5765936875634,84.2446993277587,8
proprio_only,849.5424519359977,144.53581210060037,8
