beta,bald_eig_mean,bald_eig_std,oracle_eig_mean,regret_mean,regret_std,n_seeds
0.5,1141.8047815516343,29.054029444463954,1504.2334573817752,362.428675830141,22.97132677290142,8
1.0,1354.2807564187638,31.1669262948221,1554.2573130777973,199.97655665903378,21.338996620295706,8
2.0,1513.6621417806027,21.60528971554008,1580.4311517842648,66.76901000366203,4.310673796787273,8
4.0,1544.0938666839452,43.38016091424134,1558.5421476446786,14.44828096073357,1.570765026006739,8
6.0,1551.359272881928,45.11825299642997,1557.6679559242757,6.308683042347582,1.7116823878303187,8
8.0,1553.2644716786103,43.07519151544039,1557.4039454209058,4.13947374229565,0.8928021817571008,8
12.0,1553.6648315602597,52.07407215842406,1555.6978628294587,2.0330312691992845,0.558959168384213,8
20.0,1551.3579979529213,51.22151891771042,1552.1704094543372,0.8124115014158804,0.33869663911373116,8
