seed,step,phase,residual_vision,residual_force,residual_proprio,eig_vision,eig_force,eig_proprio,pick,var_vision_post,var_force_post,var_proprio_post
0,34,approach,1.9631707574815311,0.46006625445987687,-1.1826519531384871,2.662816988489743,0.1214322454059696,0.5481788816683685,vision,0.01756688988250176,0.769967814041115,0.7017031594553729
0,35,approach,0.47546801154809964,0.16950854114133893,0.18561370886812942,1.3148311946750466,0.018318946649321866,0.02396552799184311,vision,0.017497401684639785,0.769967814041115,0.7017031594553729
0,36,approach,0.44717990835333327,-0.1435653234154482,-0.9508176491879973,1.2599979857252046,0.013208320899643314,0.4139201678726651,vision,0.0174363925639913,0.769967814041115,0.7017031594553729
0,37,approach,-1.125224587928947,0.4320653650151541,-0.14438325299768875,2.1494192344228673,0.10854355033410437,0.014637859239142112,vision,0.017059768386649996,0.769967814041115,0.7017031594553729
0,38,approach,-1.1894483378542002,-0.2042489871592507,-0.005766530843293388,2.2149988071220523,0.026382095001346976,2.3693843783024576e-05,vision,0.016657718614987237,0.769967814041115,0.7017031594553729
0,39,approach,0.4209591600124481,-0.042428901379100374,-0.5928599025026169,1.2271424552894956,0.0011676530077087493,0.20303234607874177,vision,0.016608692115635437,0.769967814041115,0.7017031594553729
0,40,approach,0.718272987432427,-0.11903361557733215,-0.2650042066090792,1.733851622782795,0.009117400445950564,0.04769195570895907,vision,0.01646758644917469,0.769967814041115,0.7017031594553729
0,41,approach,2.543066317233601,-0.01992038762385728,0.04330963149427106,2.9878227548221177,0.0002576209128638397,0.0013347678519943932,vision,0.014882604686112558,0.769967814041115,0.7017031594553729
0,42,approach,2.3062746928985396,0.36699519337771774,0.5334674335025895,2.9408117209869413,0.08060152343942696,0.17022031772533192,vision,0.013790926908690779,0.769967814041115,0.7017031594553729
0,43,approach,1.283316704354434,0.1483787340377641,0.3065945389295031,2.3954895861231384,0.014096277400675414,0.06285800088458625,vision,0.013484659257312667,0.769967814041115,0.7017031594553729
0,44,approach,-2.0634431272587426,0.41154173912127323,-0.9674798183048535,2.8790583269366263,0.09941142175134508,0.4237750317891367,vision,0.012752476471030097,0.769967814041115,0.7017031594553729
0,45,approach,-0.28633148375952516,-0.41714405639380187,0.3065615681682899,1.0026958800351875,0.10187653196210952,0.06284529735639031,vision,0.012739157415101603,0.769967814041115,0.7017031594553729
0,46,approach,-0.6116156558361943,0.2079366923910565,-0.23828952027920688,1.7066302597785343,0.027317554537954092,0.0389063151598379,vision,0.012678738359672604,0.769967814041115,0.7017031594553729
0,47,approach,0.4920371066622394,-0.1897331947337757,-0.9721324879927721,1.5002355244588939,0.022846731689177526,0.4265226323391319,vision,0.012639939697228243,0.769967814041115,0.7017031594553729
0,48,approach,1.5215630986757087,-0.020241625244536963,-0.14156253283976736,2.607907393115078,0.0002659945068883799,0.014079403827786949,vision,0.012280568386107372,0.769967814041115,0.7017031594553729
0,49,approach,-1.7957089417034575,-0.23426311993654375,-0.23629383837924203,2.7871690342378628,0.03442461446804249,0.03828157691586634,vision,0.011812787212370364,0.769967814041115,0.7017031594553729
0,50,approach,-0.9289492776256657,-0.24536713944561128,-0.8025746984425568,2.1523832195330583,0.03764260733679692,0.3256276108089726,vision,0.011693585069393572,0.769967814041115,0.7017031594553729
0,51,approach,1.1285951019210307,-0.1905506989604648,0.08166997277064932,2.3499003829691345,0.02303955840586334,0.004730264726981425,vision,0.011521971821606398,0.769967814041115,0.7017031594553729
0,52,approach,-0.6605384166372629,0.5511803810890085,0.06786536703356719,1.8300822630617661,0.16629008750224922,0.003271083187803154,vision,0.011464338721640767,0.769967814041115,0.7017031594553729
0,53,approach,-1.1020698390200208,0.23211376668972303,-0.09775291391655118,2.3361445217383054,0.03381661187019617,0.006762940682523196,vision,0.011306900271906164,0.769967814041115,0.7017031594553729
0,54,approach,-0.010095903522259099,-0.22447924416366366,-0.4338083821608513,0.004487109233193724,0.031696512292155136,0.11879531099780086,proprio,0.011306900271906164,0.769967814041115,0.6198499219667228
0,55,approach,-0.10828308361390243,-0.806664276093298,-0.3243003039516673,0.35573843070875305,0.3062693619294185,0.07836134670776208,force,0.011306900271906164,0.5129618164547883,0.6198499219667228
0,56,approach,-0.7000118064586475,0.544178480994103,0.5011991364219789,1.8959191388419896,0.22785563236813902,0.17011128144195528,vision,0.01124459880727766,0.5129618164547883,0.6198499219667228
0,57,approach,-0.6611023198864606,-0.4019204028110786,-0.34998327115666233,1.8427883491183654,0.13688648663033162,0.09016378165995341,vision,0.011189607230830331,0.5129618164547883,0.6198499219667228
0,58,approach,1.686154808146318,0.6362803148504248,-0.6280690348638664,2.7707995823006315,0.2908969207421922,0.24624847719470666,vision,0.01084460379290887,0.5129618164547883,0.6198499219667228
0,59,approach,-2.4759165999216837,-0.3855416922928696,-1.5531684006416457,3.1695382520635977,0.1272330504861696,0.793780192424471,vision,0.010168603292488221,0.5129618164547883,0.6198499219667228
0,60,approach,1.8156815597207332,-0.138269011785786,0.42729211742670414,2.8922259857277193,0.0182963495895962,0.12908266831879237,vision,0.009838779561219004,0.5129618164547883,0.6198499219667228
0,61,approach,2.464934215790372,0.07968719320554281,-0.19100114607174026,3.2136859230218784,0.00615159426543842,0.028594197808131095,vision,0.00928379917572976,0.5129618164547883,0.6198499219667228
0,62,approach,-0.45426059879961483,-0.4884893398904545,0.10095500098005496,1.572661610032597,0.1909905526778567,0.008154416631481884,vision,0.00926604786546835,0.5129618164547883,0.6198499219667228
0,63,approach,1.4928543744327598,-0.3686535697991245,0.4023584657397488,2.743463709360201,0.11751338606131323,0.11602385204547042,vision,0.00907857132140053,0.5129618164547883,0.6198499219667228
0,64,approach,-0.9347622087090987,0.06529760228907107,-0.4153759784271687,2.2886243103891655,0.004138859755625953,0.12278633986159049,vision,0.009007120736841418,0.5129618164547883,0.6198499219667228
0,65,approach,-0.9857953871922337,-0.1812297774674857,-0.5329190109816874,2.3451763836511597,0.031031139965476386,0.18859445011277995,vision,0.00892896503455474,0.5129618164547883,0.6198499219667228
0,66,approach,-0.008226437375665915,0.3071156541378746,-0.3052433230328497,0.0037753033106499357,0.08439579574599348,0.07001843154445665,vision,0.008928959639130808,0.5129618164547883,0.6198499219667228
0,67,approach,-1.9830851129796587,-0.33096089070646206,1.3779037791379756,3.045015420671348,0.09676864112859708,0.7009644840788203,vision,0.00862606182788265,0.5129618164547883,0.6198499219667228
0,68,approach,-1.0939936583482408,-0.5349588966113166,-0.48779141529982906,2.4699093249099873,0.22166914480556055,0.16244118891319304,vision,0.008537917548393961,0.5129618164547883,0.6198499219667228
0,69,approach,0.04861890370286645,-0.29774424037234243,-0.6432872333688221,0.12220150837125973,0.0797068587241967,0.2556959534674382,proprio,0.008537917548393961,0.5129618164547883,0.49331260342012606
0,70,approach,0.6323596318131343,-0.14982720782717412,-0.11033060390804329,1.9338853266237317,0.021415707086062576,0.012188094402139422,vision,0.008508867157820902,0.5129618164547883,0.49331260342012606
0,71,approach,-4.110463624423957,0.046264730837050363,-0.535272204847883,3.797110797411158,0.0020819990690326678,0.22896576329949136,vision,0.007439348714006329,0.5129618164547883,0.49331260342012606
0,72,approach,-0.8963673675465232,0.2929206858845189,-0.5852654042038415,2.3456892305747674,0.07733334780059722,0.26365197834114235,vision,0.007395145513478633,0.5129618164547883,0.49331260342012606
0,73,approach,0.8957929052413296,0.30174756185582036,-0.479466853897111,2.3480065080760206,0.08169749253248751,0.19127211395638094,vision,0.007351520144565566,0.5129618164547883,0.49331260342012606
0,74,approach,-0.40828540258065293,0.12051687062142405,-0.6304801400327671,1.5822134124627159,0.013960582739366748,0.2954984358896853,vision,0.007342522059028387,0.5129618164547883,0.49331260342012606
0,75,approach,1.6845625357630971,0.25482929425047335,0.27916998084757166,2.9798344039444067,0.05959953094781815,0.07334061355394907,vision,0.007192654127715563,0.5129618164547883,0.49331260342012606
0,76,approach,-2.8285362287822107,0.18143353709348828,0.1303148745334699,3.50755616537632,0.031098829889035385,0.016922544996383293,vision,0.006801270447264816,0.5129618164547883,0.49331260342012606
0,77,approach,-0.20586370958486633,-0.252231195988408,0.02768248745677695,0.9892003690065876,0.05845841887613084,0.0007761057743952262,vision,0.006799310634797337,0.5129618164547883,0.49331260342012606
0,78,approach,-0.36930342475687494,-0.18532965588394834,0.6148769054696356,1.523655796279102,0.03240597255818476,0.28447111698789007,vision,0.006793011311603003,0.5129618164547883,0.49331260342012606
0,79,approach,1.4422172769534274,0.07072498549220987,-0.40215282264121366,2.8637424588280815,0.004852011193946083,0.1417762381067535,vision,0.00669836739810843,0.5129618164547883,0.49331260342012606
0,80,approach,-1.2879910439370756,0.27002580736377574,0.17395088098523576,2.758044229212207,0.06645316556327725,0.02976528414582202,vision,0.0066247527358435,0.5129618164547883,0.49331260342012606
0,81,approach,-1.5431056186759122,0.12068643740042823,0.4786928034209658,2.943657273148568,0.013999350092606064,0.1907590861611406,vision,0.006521872189483343,0.5129618164547883,0.49331260342012606
0,82,approach,0.5856935012449124,-0.1504108602198971,0.033784603004713615,1.9907550816548096,0.02157932561568802,0.0011555360355351202,vision,0.006507313749491441,0.5129618164547883,0.49331260342012606
0,83,approach,0.41165900016497226,-0.6039090052142908,0.3220952615948446,1.6486946624259025,0.2685334344931809,0.09543556930280282,vision,0.006500145715288489,0.5129618164547883,0.49331260342012606
0,84,approach,0.5020512947091392,-0.13612405098648359,0.16018059468705176,1.8416431750137592,0.017742966664956315,0.025351921207455417,vision,0.00648951331293466,0.5129618164547883,0.49331260342012606
0,85,approach,1.6648161774838468,-0.6814178350549192,-0.5196194073895931,3.0296679263044908,0.3222920776273241,0.21826513200800984,vision,0.006374852544991209,0.5129618164547883,0.49331260342012606
0,86,approach,2.0479791992584078,0.11125052072321231,-0.12395422763954307,3.2453100898446348,0.011920698160094778,0.01533533984004266,vision,0.006208843429900434,0.5129618164547883,0.49331260342012606
0,87,approach,-0.26778733020218515,-0.007950804416837503,0.8452843226696986,1.2648469382810212,6.161413381241205e-05,0.4477139023665404,vision,0.006206080256454649,0.5129618164547883,0.49331260342012606
0,88,approach,-2.140730024899825,0.8107116380972772,-0.19750493774939656,3.302936453203797,0.41237075598424217,0.038051632627234155,vision,0.006034455752361497,0.5129618164547883,0.49331260342012606
0,89,approach,2.064751712921674,-0.019902304118787243,-0.1837012996890494,3.2808520259599776,0.0003859437907530897,0.033084502498657124,vision,0.00588310642942587,0.5129618164547883,0.49331260342012606
0,90,approach,1.1828442925260025,0.39733448177986014,-0.6876012000263703,2.7378551537766906,0.13416202040343067,0.33606629313549063,vision,0.005835076887409305,0.5129618164547883,0.49331260342012606
0,91,approach,1.3256062231938757,-0.1516804248052605,-0.4093299257607079,2.8554613530561883,0.021937239831337867,0.1462021973197752,vision,0.0057758536921458156,0.5129618164547883,0.49331260342012606
0,92,approach,0.1727298126066556,-0.2592065176758508,-0.38243698264326026,0.9094904578432471,0.06154249814731994,0.1298270166764009,vision,0.005774858533920013,0.5129618164547883,0.49331260342012606
0,93,approach,0.5103942813568528,-0.1578285033694845,0.36712379809268647,1.9155120200838587,0.023709278918254573,0.12077218504111316,vision,0.005766184093806761,0.5129618164547883,0.49331260342012606
0,94,approach,-1.5322948376815042,-0.24131675365689909,0.4713109201099384,3.0058653072741994,0.05376514172912072,0.18588194378684628,vision,0.00568916092199085,0.5129618164547883,0.49331260342012606
0,95,approach,0.3173783990131892,0.46496847502338295,-0.5441058645595487,1.4644069641853514,0.17584417322413073,0.23504212072830574,vision,0.005685902537278245,0.5129618164547883,0.49331260342012606
0,96,approach,-1.2131103001876573,0.049017638214416036,-0.3980433875475519,2.7799983682219174,0.002336547343317122,0.13925987379166252,vision,0.005638720083027999,0.5129618164547883,0.49331260342012606
0,97,approach,-1.365000166740422,-0.2481716578379611,-0.5023936094964971,2.9017145141459766,0.05669371756685499,0.2065981660856375,vision,0.005580094456738503,0.5129618164547883,0.49331260342012606
0,98,approach,1.1128474951765068,-0.1921783758072845,-0.1036328977353391,2.703444660036944,0.034762374237765535,0.01076856797068509,vision,0.005541797566213755,0.5129618164547883,0.49331260342012606
0,99,approach,0.7437517018906648,0.03562241549568798,0.7970784501691071,2.3066543788552245,0.0012353643750712398,0.4138157450331945,vision,0.005524860899134667,0.5129618164547883,0.49331260342012606
0,100,approach,0.5075034988674667,0.17759655985866765,-0.18022008549544904,1.9316089098285827,0.029835428013945214,0.03188120847151257,vision,0.005517010292376954,0.5129618164547883,0.49331260342012606
0,101,approach,-2.0139317085866137,0.8475212122917285,-0.6710222266432208,3.30072813086919,0.4377935241647927,0.32427086602630845,vision,0.0053962605577300106,0.5129618164547883,0.49331260342012606
0,102,approach,-1.569571750514912,0.46035321249270106,-0.19238701330450114,3.062921359315672,0.17290711380212614,0.03617382988480493,vision,0.005325463908333337,0.5129618164547883,0.49331260342012606
0,103,approach,0.07468125798942847,0.44029363800991805,-0.16077372507146317,0.35825780488730313,0.16028752816455388,0.02553529663962112,vision,0.005325305737922649,0.5129618164547883,0.49331260342012606
0,104,approach,-1.0640823060902072,0.07348492923557931,-0.22023410243513095,2.6821014107989094,0.00523607121946945,0.04689139092866173,vision,0.0052933882473498,0.5129618164547883,0.49331260342012606
0,105,approach,1.421457794364256,-0.059108723959923865,-0.7448226971912559,2.973639509754602,0.0033940114204586455,0.3767829473465447,vision,0.0052373718598507915,0.5129618164547883,0.49331260342012606
0,106,approach,-0.585007814504928,0.5536660440023587,0.5415267500534089,2.0974314355304604,0.23425131670117258,0.23326540602650045,vision,0.005228001151532596,0.5129618164547883,0.49331260342012606
0,107,approach,2.951603775949853,-0.13955018403706576,-0.5685598602091877,3.7095117641672632,0.018630712049920686,0.2519865784788528,vision,0.005000258563607737,0.5129618164547883,0.49331260342012606
0,108,approach,1.5089672017080786,-0.37498137701700635,0.9756125388717243,3.0616550694992335,0.12112629615510384,0.53740659294725,vision,0.004943969010256371,0.5129618164547883,0.49331260342012606
0,109,approach,1.3361911869337366,0.21778494968127082,-0.07702852979141177,2.9459992185843342,0.0442176540559925,0.005977949385142048,vision,0.004900710457061194,0.5129618164547883,0.49331260342012606
0,110,approach,-2.0997183044154726,0.5430287147732756,-0.0318420144851207,3.40154621808122,0.2270825430960695,0.0010266039704034948,vision,0.004797063494415256,0.5129618164547883,0.49331260342012606
0,111,approach,1.0488436672561137,0.42395960543969746,0.3848977153118083,2.719739546717759,0.15020036941924497,0.1313009928188942,vision,0.004771881701034644,0.5129618164547883,0.49331260342012606
0,112,approach,1.5130165064701375,0.5134026529681623,-0.2699319685882574,3.087653793418294,0.20732601221134517,0.0688808495626884,vision,0.004720317509503144,0.5129618164547883,0.49331260342012606
0,113,approach,0.7881756152557319,-0.007096894681317455,0.1508176165866179,2.443690119832461,4.90908290228767e-05,0.022538592140424314,vision,0.004706516312051686,0.5129618164547883,0.49331260342012606
0,114,approach,1.1819414847541494,-0.040643556308009574,-0.17489960769594062,2.848243747387467,0.0016075704817678754,0.03008124787501,vision,0.004675773401841123,0.5129618164547883,0.49331260342012606
0,115,approach,-1.2484252565991798,0.4689804909385292,-0.042260744001226216,2.906061089543101,0.1784070100098323,0.0018069124147942592,vision,0.0046419452274943295,0.5129618164547883,0.49331260342012606
0,116,approach,-1.8163093848798526,-0.7752672431356732,-0.5245456154999817,3.2838205650895143,0.38775600530351173,0.22162318699652658,vision,0.004571932106448437,0.5129618164547883,0.49331260342012606
0,117,approach,1.4953084157654433,0.13281544314083404,-0.4010850750799798,3.09726350172046,0.016905172563849036,0.14112114992204708,vision,0.0045256680168410295,0.5129618164547883,0.49331260342012606
0,118,approach,-0.4168646717185052,-0.13798933843812666,-1.253034918657816,1.8368562761561165,0.018223740500801583,0.715485872486276,vision,0.004522111587781556,0.5129618164547883,0.49331260342012606
0,119,approach,-0.2661524259551293,0.6065711159248377,0.08037152956587221,1.4066436508753362,0.270365864965041,0.006504654924654055,vision,0.0045206634685837155,0.5129618164547883,0.49331260342012606
0,120,approach,-0.5511896722632244,-0.10107543249912317,-1.9497108650271695,2.11125709969569,0.009860226768590387,1.0819952238189703,vision,0.004514463200917939,0.5129618164547883,0.49331260342012606
0,121,approach,0.7659339258750671,0.7055036278237496,-0.24338060539641457,2.4374080272411094,0.33909712183179364,0.05669746916016953,vision,0.00450253853643078,0.5129618164547883,0.49331260342012606
0,122,approach,-0.9877391366095166,-0.47050282596811255,-0.35655398336847915,2.6915225113240355,0.1793817718442105,0.1146456201716946,vision,0.004482846265249371,0.5129618164547883,0.49331260342012606
0,123,approach,1.8976132401377388,0.0008846410293512427,-0.39527240483393783,3.344967529283585,7.628142375682559e-07,0.13757059411091782,vision,0.004411631753166235,0.5129618164547883,0.49331260342012606
0,124,approach,0.3045998977840481,-0.27049282238998434,0.5716168133147972,1.546225638018197,0.06666854907700025,0.25411624072264816,vision,0.004409826740361722,0.5129618164547883,0.49331260342012606
0,125,approach,-0.2989624793161811,0.2660264262516982,-0.6692162597384274,1.5286028409428498,0.06462017514319139,0.3229866467631693,vision,0.004408089318485984,0.5129618164547883,0.49331260342012606
0,126,approach,1.810050270271327,0.18146850570278727,-0.8450799714884631,3.3061838660273564,0.031110453353466613,0.4475708852520133,vision,0.004345333389663493,0.5129618164547883,0.49331260342012606
0,127,approach,1.7252247635059683,0.11933409802611768,-0.0049294692449876835,3.2654131687066936,0.013691603662528007,2.462846926079418e-05,vision,0.004289850808400749,0.5129618164547883,0.49331260342012606
0,128,approach,1.0094685300082265,-0.2833860946391973,-0.14520004003647768,2.73727610447876,0.07272367287270745,0.020924834565830067,vision,0.004271179464534792,0.5129618164547883,0.49331260342012606
0,129,approach,-0.7615408105022557,-0.05338062341490182,0.6489358805909966,2.459190028851541,0.002769802376218464,0.3085791396883952,vision,0.004260625695979908,0.5129618164547883,0.49331260342012606
0,130,approach,2.697327792789197,0.7517377509527945,-0.8567197189821553,3.7217239203770562,0.37136381531386947,0.4557068018174699,vision,0.004132523616116611,0.5129618164547883,0.49331260342012606
0,131,approach,0.479768197503951,-0.3043484350025716,-0.37054025184236433,2.0188784799436306,0.08300071304561511,0.12277440012751854,vision,0.004128596437174307,0.5129618164547883,0.49331260342012606
0,132,approach,1.0348493219561703,-0.20453353557883777,0.9133469058100583,2.7810886207586836,0.039199339036801444,0.49496056313767567,vision,0.004110422745219341,0.5129618164547883,0.49331260342012606
0,133,approach,-0.14360539771665326,0.5797038740525833,0.3131405975301762,0.8973048971983184,0.25193972289641187,0.09064910425509688,vision,0.004110074345580563,0.5129618164547883,0.49331260342012606
0,134,approach,-0.46359653587733496,0.7255942455571,0.4059107948699934,1.9878879549172708,0.3531222328822369,0.1440888188713986,vision,0.004106446938824863,0.5129618164547883,0.49331260342012606
0,135,approach,-2.208078810955785,0.14918061670476873,-0.5718700460507951,3.5401423231433324,0.02123512517986534,0.2542927630283306,vision,0.004025843741382146,0.5129618164547883,0.49331260342012606
0,136,approach,-0.39081210765486973,0.11258844103624893,0.6412406168415822,1.830990561309157,0.012205650973900207,0.3031208024709747,vision,0.004023369837113244,0.5129618164547883,0.49331260342012606
0,137,approach,1.1284273380390508,-0.49035308208926187,-0.011266088733778584,2.880220004996895,0.19220272609154096,0.00012862881365367524,vision,0.004002862567864728,0.5129618164547883,0.49331260342012606
0,138,approach,1.207144658467875,0.04642426937240693,0.4020394790599365,2.9500021465432282,0.0020963527777567493,0.14170665728110557,vision,0.0039796494151595144,0.5129618164547883,0.49331260342012606
0,139,approach,0.5011368686984194,0.16594656050176926,-0.6248878622933255,2.080265855992668,0.026146684868080215,0.2915424216830228,vision,0.003975675958279556,0.5129618164547883,0.49331260342012606
0,140,approach,-0.44850753773196944,-0.7616351794464138,0.4792033400706991,1.9717359944349575,0.3782628942093061,0.19109742741701574,vision,0.00397249897984747,0.5129618164547883,0.49331260342012606
0,141,approach,-1.193346081376205,-0.15092669747752585,0.06910015157416066,2.942333975616991,0.021724417913411224,0.004816287760248065,vision,0.003950152430453881,0.5129618164547883,0.49331260342012606
0,142,approach,-0.2323064842086836,0.18896299878340417,0.686789688448881,1.3426236867780625,0.03364681370022381,0.3354887291348698,vision,0.003949310535700989,0.5129618164547883,0.49331260342012606
0,143,approach,1.4959898203863082,-0.19060394358038224,0.38552466323698875,3.1707767650114684,0.034214091357003096,0.13167734817345747,vision,0.003914710368568261,0.5129618164547883,0.49331260342012606
0,144,approach,1.5041757324848515,-0.4014238287968562,-0.38977887662137234,3.1806163929525426,0.13659068470139135,0.13423977819397442,vision,0.0038803413819549536,0.5129618164547883,0.49331260342012606
0,145,approach,-0.27451756159711693,-0.1435842586817878,0.0387862096751196,1.5082805137730615,0.019702166612509526,0.0015224432690022279,vision,0.0038792070160696543,0.5129618164547883,0.49331260342012606
0,146,approach,1.8647179159427842,-0.499665060670362,-0.07529899918020247,3.399729551483664,0.19828381371645956,0.005714026726442925,vision,0.003827578065126366,0.5129618164547883,0.49331260342012606
0,147,approach,-0.14622589669318706,-0.32091501814715256,-0.43419459837626045,0.9424961351654031,0.09148078230477145,0.16182418990292274,vision,0.00382726483670703,0.5129618164547883,0.49331260342012606
0,148,approach,-1.4426726302333814,0.2584970822860162,-0.762074181822646,3.1502184176538517,0.0612258613591206,0.38903353903462334,vision,0.0037970189124076296,0.5129618164547883,0.49331260342012606
0,149,approach,0.05082843131764445,-0.5008607773778463,0.3260054317632961,0.2595188893318435,0.1990675573384464,0.09755330428082043,vision,0.003796981665118212,0.5129618164547883,0.49331260342012606
